date,site_id,temp,pressure,humidity,load,maintenance_flag,gas_type,operational_hours,emission
2024-01-01,Site_1,8.8565444732139,1028.3369472294721,29.36111842654619,49.35967122017216,0,CH4,20,353.16859930684575
2024-01-02,Site_1,9.45527542847498,1022.3594345024432,30.909498032426036,51.00427059120603,0,CH4,20,347.9519846179506
2024-01-03,Site_1,-3.0064873798547262,1022.0809950725251,56.71117368334277,48.36963163912251,0,CH4,22,349.6293423416606
2024-01-04,Site_1,4.489220280277759,1023.9704422743117,55.54487413172255,42.78702476319987,0,CO2,16,350.399720415363
2024-01-05,Site_1,2.6149083331164125,1022.8927764108681,61.053981590729414,66.40914962437608,0,CO2,23,367.0912039888679
2024-01-06,Site_1,-0.48611646714467405,1024.3944484452622,52.80261676059678,51.091267331531625,1,CH4,19,331.28372259356775
2024-01-07,Site_1,9.31043468268749,1024.2819625038178,25.30955012311517,51.75897174514871,0,CH4,20,339.9774240240919
2024-01-08,Site_1,2.018880740736894,1022.3859413473685,36.85607058124285,72.56176498949492,0,CO2,20,364.94978366140424
2024-01-09,Site_1,2.2334917811806436,1025.6028865267706,20.331327027416144,88.92768570729005,0,CO2,18,359.0360624218125
2024-01-10,Site_1,4.072039903454364,1024.7616479544586,39.85388149115895,43.81350101716142,0,CH4,20,347.70757920875695
2024-01-11,Site_1,9.680730894681428,1027.8365777459603,73.23276455457959,68.33289550971696,0,CH4,18,355.6587036610957
2024-01-12,Site_1,13.308284615040282,1023.6603795429181,51.363969762919645,65.65246110151298,0,CO2,18,370.9468915287421
2024-01-13,Site_1,6.053337123901294,1022.8708356088504,38.8613588645796,70.51424146988217,0,CO2,22,369.1831458916161
2024-01-14,Site_1,3.0267506913422,1021.3423768515684,75.78185914055439,88.48722277386501,0,CH4,19,352.3820156264977
2024-01-15,Site_1,2.969300763875243,1025.3076599595881,73.55353990939867,72.36053451493905,0,CH4,16,347.7992668118448
2024-01-16,Site_1,3.9797910497215963,1022.5915332008515,69.08088595534959,91.64383499538062,0,CH4,18,348.75217218222673
2024-01-17,Site_1,-1.458751927541634,1022.5059216919519,27.19192204002097,60.25691028421768,0,CH4,23,351.98359360225663
2024-01-18,Site_1,6.490990846869632,1024.5405088324162,77.74683769652668,55.10693774952185,0,CO2,20,363.4568366449651
2024-01-19,Site_1,5.9192528324155695,1031.1575839977038,23.08872507499936,56.71878785419669,0,CO2,21,360.72875933179563
2024-01-20,Site_1,-0.22528840538722328,1027.1963261037931,34.25825263954398,83.69298091671158,0,CH4,17,351.7409360470269
2024-01-21,Site_1,8.552387251711789,1030.3392245376779,25.4173862032645,90.11814973535428,0,CH4,23,356.9866962897359
2024-01-22,Site_1,3.100723512129441,1019.1158673670495,58.71036742456699,50.46198574029948,0,CH4,22,346.2127354047073
2024-01-23,Site_1,1.7018353210292516,1022.801673111631,75.48161709671376,92.64036120285886,0,CH4,23,358.00730975056064
2024-01-24,Site_1,12.153815554122577,1018.9454079565643,25.586166068353954,93.83294547719962,0,CO2,22,368.6088897450229
2024-01-25,Site_1,-0.5666517716799726,1019.8064878209951,63.557340732214364,93.82661559715463,0,CH4,16,348.11624394396495
2024-01-26,Site_1,6.779370268515455,1024.647075080144,20.30369503077312,49.64848308504992,0,CH4,18,340.2085310794313
2024-01-27,Site_1,-0.3384157033028057,1025.7375184861494,62.73075328085215,54.23494524980801,0,CH4,23,352.05945815954783
2024-01-28,Site_1,7.6820064173929286,1026.2340381402314,25.620486069685548,62.06294818356601,0,CH4,21,356.0048241833242
2024-01-29,Site_1,5.232593235639916,1024.791313584698,73.5227933106268,77.86831755983577,0,CH4,16,351.39774687974335
2024-01-30,Site_1,19.218947615658532,1025.644859703543,36.846341746451344,41.45895798588723,0,CO2,19,358.42883250348376
2024-01-31,Site_1,4.500787856081183,1025.9098591425243,20.927396991732046,95.69911375526353,0,CO2,22,363.418660463142
2024-02-01,Site_1,-1.9561343407188856,1022.4283128040469,30.16956480116555,73.40807574750102,0,CH4,18,348.07020691183715
2024-02-02,Site_1,1.1988146017047718,1024.2290329780844,56.90043360195018,99.4032310062558,0,CO2,17,368.25007473694654
2024-02-03,Site_1,8.42202441455161,1027.0170113897739,41.56946907318531,57.6155106558696,0,CO2,17,364.8691704293848
2024-02-04,Site_1,8.193340214240678,1035.3260521322122,67.89771073800651,78.99783584666591,0,CH4,21,357.70341298993236
2024-02-05,Site_1,9.412947885176774,1021.4493820166352,54.69680845977044,42.156536427804525,0,CO2,21,358.6537074636392
2024-02-06,Site_1,9.049402734583005,1018.929710046679,21.830014996342967,42.24089132495286,0,CH4,18,341.1869739488436
2024-02-07,Site_1,0.22937789306390677,1021.6219465324681,57.373428549140016,45.12084789962608,0,CH4,21,346.55823854754397
2024-02-08,Site_1,16.337822229337064,1025.669614727202,63.56548002335969,98.55112476775207,0,CH4,18,358.6556404067083
2024-02-09,Site_1,9.880268456691557,1021.3902954449499,21.52104460492745,97.7589048806755,0,CO2,19,366.11413568692177
2024-02-10,Site_1,-0.3833802525684442,1022.7643539527251,29.38622256026516,55.01457388987572,0,CH4,16,335.57395530145163
2024-02-11,Site_1,10.207411517984317,1030.1343262512858,45.176003745667394,54.86385937006945,0,CO2,21,368.24349577336466
2024-02-12,Site_1,7.837198923441579,1026.091759820536,48.45042974523951,45.870049639060085,0,CO2,19,358.4711878123007
2024-02-13,Site_1,-0.6208141271138103,1028.665091572043,58.10561905205863,42.71824058632267,0,CH4,18,337.9848463313952
2024-02-14,Site_1,11.433920543485236,1023.7985568433068,59.5216178971367,49.77606562488578,0,CO2,17,361.399718525037
2024-02-15,Site_1,3.691533798401636,1024.1084096960017,43.29019557239131,78.59729310654119,0,CO2,18,365.40613730479276
2024-02-16,Site_1,4.85917630753252,1025.5328092797017,77.67143382943485,94.32103851736383,0,CO2,19,371.85883186427986
2024-02-17,Site_1,2.5046041836074684,1023.1434909091761,70.69251865816727,41.39631614414955,0,CO2,22,357.3214003022071
2024-02-18,Site_1,7.403179212535674,1021.689128874466,57.73657080679304,92.64832081162318,0,CO2,20,365.4553515466697
2024-02-19,Site_1,2.8171965817255895,1026.0097384756177,79.4303085200404,64.75706061468559,0,CO2,23,368.76572421205054
2024-02-20,Site_1,8.353588688560627,1023.1612797029462,71.5047651105807,65.7396416425011,0,CO2,18,369.8101394544837
2024-02-21,Site_1,5.723120990874232,1025.8137165741327,43.35210072404979,40.650259088817904,0,CH4,16,341.25755823238427
2024-02-22,Site_1,7.238933545152648,1023.3774284971449,77.03642881625336,74.40627328739717,0,CO2,20,363.4696299803105
2024-02-23,Site_1,-0.4528412812282232,1027.2421902807482,67.4947426235509,87.37708856767324,0,CH4,17,355.88306332347463
2024-02-24,Site_1,5.997124573679069,1021.7363725257117,46.49183008240262,93.26225096549798,0,CH4,22,356.8731206056274
2024-02-25,Site_1,2.7994790186905636,1021.3011964735487,25.046408366899847,82.0581478875472,0,CH4,18,348.4011698097079
2024-02-26,Site_1,3.262910254618823,1024.4640074723209,25.090262845111514,99.19837471007052,0,CO2,21,363.61929068505924
2024-02-27,Site_1,4.550866024151201,1024.7005803570419,45.453320554818575,94.38126310568416,0,CO2,20,373.5535300611899
2024-02-28,Site_1,5.525536102748488,1022.9018817434876,23.378196540910242,47.12907497608431,0,CO2,22,358.92179967041824
2024-02-29,Site_1,13.281796347723326,1023.4415772148774,37.14272517691164,92.11594769136761,0,CH4,17,356.5895006479129
2024-03-01,Site_1,6.738564191762521,1023.8056348625934,24.427793884123933,73.23125706407924,1,CH4,22,350.7307213678914
2024-03-02,Site_1,10.414455913136472,1030.2274050327826,55.058858715386016,94.06948062945935,0,CH4,17,354.98439562096763
2024-03-03,Site_1,16.5671164487988,1021.3429628041825,36.64287097886796,51.28726958342568,0,CH4,19,345.4149457891314
2024-03-04,Site_1,6.370070715091475,1024.7931255875794,38.571656977179664,88.82770118241692,0,CO2,20,374.1133552533753
2024-03-05,Site_1,-0.983064252392774,1029.262233957811,75.9637090012408,91.9638333700245,0,CO2,23,375.5923425434004
2024-03-06,Site_1,3.272223522186913,1018.6284540729753,78.19486386887618,90.52713538814251,0,CH4,16,358.2378285919452
2024-03-07,Site_1,-2.3540365112613983,1021.9697325913867,23.382529799055625,91.8833425753032,0,CO2,20,361.3852014667504
2024-03-08,Site_1,5.853004751534147,1022.4176612458102,47.03264811860561,47.7495649090897,1,CO2,19,355.3110777974252
2024-03-09,Site_1,9.176176173154886,1020.3939313847344,57.08769442747375,61.48976308197043,0,CH4,17,354.4999798459138
2024-03-10,Site_1,6.196474954174731,1027.3057492124394,53.114410326469134,73.65627829212318,0,CO2,16,363.9830853621137
2024-03-11,Site_1,8.844981530636176,1027.873752332845,62.244786085953415,52.777849690534644,0,CH4,17,353.4138648062086
2024-03-12,Site_1,-3.1755956494051345,1020.2180821222506,74.2495216696249,60.89532802139802,0,CH4,22,339.24227543711487
2024-03-13,Site_1,13.761179510566897,1019.6275532856033,71.74182252480472,96.97123741945853,0,CH4,16,351.1476377688593
2024-03-14,Site_1,5.340363288227343,1024.9200540070658,49.55708563957218,59.72509661725049,0,CH4,18,347.38211041244165
2024-03-15,Site_1,7.451093013194678,1020.9482183012659,30.91280506394869,60.740036999431794,0,CO2,18,354.5612864165967
2024-03-16,Site_1,8.138334360299659,1022.1770848051307,30.62062905660481,45.322152025423335,0,CO2,19,353.36346116735484
2024-03-17,Site_1,2.8498552559745267,1020.1742239824814,50.20503625129142,81.42368971776192,0,CO2,22,361.6985488338454
2024-03-18,Site_1,6.688001336381547,1023.4308735111755,68.37207678758368,84.89558142301951,0,CO2,22,368.63690815313464
2024-03-19,Site_1,4.242843296952217,1016.8620941660412,57.09528629181776,62.134818374186345,0,CO2,17,360.69848572483534
2024-03-20,Site_1,7.174352555428118,1033.0045000856137,26.430320680386565,66.84474200940727,0,CO2,23,369.76137116351384
2024-03-21,Site_1,1.8363480562889203,1019.5010965314549,21.204271866663582,59.3247499349907,0,CH4,21,349.8188118959068
2024-03-22,Site_1,10.026300567457689,1023.7439397362981,25.215217285245423,72.22639250911287,0,CH4,23,357.5202789337797
2024-03-23,Site_1,0.4318710110781554,1023.1968416259971,37.026554347923465,61.78493778391811,0,CH4,18,338.5971735885298
2024-03-24,Site_1,8.432947966163292,1021.8159299528825,31.194021443078345,57.10571012163082,0,CO2,16,355.51000080590535
2024-03-25,Site_1,5.860709922434572,1021.2750073110149,44.62380961937969,98.94271701451638,0,CH4,19,352.1706252048462
2024-03-26,Site_1,9.395057911839217,1025.270609223121,75.76255934765516,73.40577358083578,0,CO2,20,364.68639560341046
2024-03-27,Site_1,2.304982987981204,1025.4796536660274,39.42075418425462,65.526186316985,0,CO2,19,361.1520919837091
2024-03-28,Site_1,1.096518657188394,1025.68363503658,29.26176291645214,68.86840611128905,0,CO2,21,353.6974752386766
2024-03-29,Site_1,1.3160349562906752,1022.6141910275585,23.802498228366066,99.39761394339672,0,CH4,19,354.41321235056034
